Entry	Entry name	Protein names	Organism	Length	EC number	Gene names	Pathway	Cofactor	Subunit structure [CC]
P18188	PHNL_DESFR	Periplasmic [NiFe] hydrogenase large subunit (EC 1.12.2.1) (NiFe hydrogenlyase large chain)	Desulfovibrio fructosivorans	564	1.12.2.1	hydB		COFACTOR: Name=Ni(2+); Xref=ChEBI:CHEBI:49786;  Note=Binds 1 nickel ion per subunit.;	SUBUNIT: Heterodimer of a large and a small subunit.
P31902	HYPB_CUPNH	Hydrogenase maturation factor HypB	Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337) (Ralstonia eutropha)	361		hypB PHG013			
P24192	HYPD_ECOLI	Hydrogenase maturation factor HypD (Hydrogenase isoenzymes formation protein HypD)	Escherichia coli (strain K12)	373		hypD b2729 JW2699	PATHWAY: Protein modification; [NiFe] hydrogenase maturation. {ECO:0000305}.	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000269|PubMed:15504408, ECO:0000269|PubMed:23022438}; 	SUBUNIT: Monomer (PubMed:15504408). Interacts with HypC (PubMed:12441107, PubMed:15504408, PubMed:23022438). Forms a complex with HypC, or HybG, and HypE (PubMed:15504408, PubMed:16412426). {ECO:0000269|PubMed:12441107, ECO:0000269|PubMed:15504408, ECO:0000269|PubMed:16412426, ECO:0000269|PubMed:23022438}.
B0WU52	NARF_CULQU	Probable cytosolic Fe-S cluster assembly factor CPIJ010948	Culex quinquefasciatus (Southern house mosquito) (Culex pungens)	478		CPIJ010948			
Q9N392	NARF_CAEEL	Probable cytosolic Fe-S cluster assembly factor oxy-4	Caenorhabditis elegans	457		oxy-4 Y54H5A.4			
Q6GP25	NARF_XENLA	Nuclear prelamin A recognition factor	Xenopus laevis (African clawed frog)	456		narf			
Q0CR17	NAR1_ASPTN	Cytosolic Fe-S cluster assembly factor nar1 (Nuclear architecture-related protein 1)	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	599		nar1 ATEG_03867			
A6VJ05	MTD_METM7	F420-dependent methylenetetrahydromethanopterin dehydrogenase (MTD) (EC 1.5.98.1) (Coenzyme F420-dependent N5,N10-methylenetetrahydromethanopterin dehydrogenase)	Methanococcus maripaludis (strain C7 / ATCC BAA-1331)	277	1.5.98.1	mtd MmarC7_1368	PATHWAY: One-carbon metabolism; methanogenesis from CO(2); 5,10-methylene-5,6,7,8-tetrahydromethanopterin from 5,10-methenyl-5,6,7,8-tetrahydromethanopterin (coenzyme F420 route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_00058}.		
Q6M099	MTD_METMP	F420-dependent methylenetetrahydromethanopterin dehydrogenase (MTD) (EC 1.5.98.1) (Coenzyme F420-dependent N5,N10-methylenetetrahydromethanopterin dehydrogenase)	Methanococcus maripaludis (strain S2 / LL)	277	1.5.98.1	mtd MMP0372	PATHWAY: One-carbon metabolism; methanogenesis from CO(2); 5,10-methylene-5,6,7,8-tetrahydromethanopterin from 5,10-methenyl-5,6,7,8-tetrahydromethanopterin (coenzyme F420 route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_00058}.		
Q3ZYW6	HYPA_DEHMC	Hydrogenase maturation factor HypA	Dehalococcoides mccartyi (strain CBDB1)	119		hypA cbdbA1395			
P0AEV7	HYCH_ECOLI	Formate hydrogenlyase maturation protein HycH	Escherichia coli (strain K12)	136		hycH hevH b2718 JW2688			
O26876	HYPA_METTH	Hydrogenase maturation factor HypA	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	122		hypA MTH_783			
B4S9J3	HYPA_PROA2	Hydrogenase maturation factor HypA	Prosthecochloris aestuarii (strain DSM 271 / SK 413)	113		hypA Paes_1645			
Q8U357	HYPA_PYRFU	Hydrogenase maturation factor HypA	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	139		hypA PF0615			
Q8EF96	HYPA_SHEON	Hydrogenase maturation factor HypA	Shewanella oneidensis (strain MR-1)	118		hypA SO_2089			
P33392	HMC5_DESVH	Protein DVU_0532 (HMC operon ORF 5)	Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / DSM 644 / NCIMB 8303)	226		DVU_0532		COFACTOR: Name=heme b; Xref=ChEBI:CHEBI:60344; 	
Q9K9W0	PYRK_BACHD	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125)	259		pyrK pyrDII BH2535	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01211}.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|HAMAP-Rule:MF_01211}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 FAD per subunit. {ECO:0000255|HAMAP-Rule:MF_01211};	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000255|HAMAP-Rule:MF_01211}.
Q9HL36	PYRK_THEAC	Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165)	250		pyrK Ta0403	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01211}.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|HAMAP-Rule:MF_01211}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 FAD per subunit. {ECO:0000255|HAMAP-Rule:MF_01211};	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000255|HAMAP-Rule:MF_01211}.
F1SVL1	FPOC_METMA	F(420)H(2) dehydrogenase subunit C (EC 1.12.98.3) (F(420)H(2)-dependent phenazine dehydrogenase subunit C) (F(420)H(2)-dependent phenazine oxidoreductase subunit C) (FPO subunit C) (Methanophenazine hydrogenase subunit C) (Methanosarcina-phenazine hydrogenase subunit C)	Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)	158	1.12.98.3	fpoC MM_2489			SUBUNIT: The FPO complex is composed of at least 13 different subunits. {ECO:0000269|PubMed:10751389}.
P74095	HYPC_SYNY3	Hydrogenase maturation factor HypC	Synechocystis sp. (strain PCC 6803 / Kazusa)	76		hypC ssl3580	PATHWAY: Protein modification; [NiFe] hydrogenase maturation. {ECO:0000250|UniProtKB:P0AAM3}.		
Q0A726	HYPA_ALKEH	Hydrogenase maturation factor HypA	Alkalilimnicola ehrlichii (strain ATCC BAA-1101 / DSM 17681 / MLHE-1)	113		hypA Mlg_2019			
P25708	NDUV1_BOVIN	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-51kD) (CI-51kD) (NADH dehydrogenase flavoprotein 1) (NADH-ubiquinone oxidoreductase 51 kDa subunit)	Bos taurus (Bovine)	464	1.6.99.3; 7.1.1.2	NDUFV1 UQOR1		COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000305};  Note=Binds 1 FMN. {ECO:0000305}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000305};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000305};	SUBUNIT: Complex I is composed of 45 different subunits. This is a component of the flavoprotein-sulfur (FP) fragment of the enzyme. {ECO:0000269|PubMed:10852722, ECO:0000269|PubMed:18721790}.
Q3M482	HYPA_ANAVT	Hydrogenase maturation factor HypA	Anabaena variabilis (strain ATCC 29413 / PCC 7937)	113		hypA Ava_4607			
P28150	HUPH_RHILV	Hydrogenase expression/formation protein HupH	Rhizobium leguminosarum bv. viciae	282		hupH			
B3NKH7	NARF_DROER	Probable cytosolic Fe-S cluster assembly factor GG21400	Drosophila erecta (Fruit fly)	477		GG21400			
A8PGQ3	NARF_BRUMA	Probable cytosolic Fe-S cluster assembly factor Bm1_25010	Brugia malayi (Filarial nematode worm)	448		Bm1_25010			
B0Y4F9	NAR1_ASPFC	Cytosolic Fe-S cluster assembly factor nar1 (Nuclear architecture-related protein 1)	Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)	597		nar1 AFUB_068950			
B8N122	NAR1_ASPFN	Cytosolic Fe-S cluster assembly factor nar1 (Nuclear architecture-related protein 1)	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167)	562		nar1 AFLA_027970			
B9W8S4	NAR1_CANDC	Cytosolic Fe-S cluster assembly factor NAR1 (Nuclear architecture-related protein 1)	Candida dubliniensis (strain CD36 / ATCC MYA-646 / CBS 7987 / NCPF 3949 / NRRL Y-17841) (Yeast)	584		NAR1 CD36_08500			
Q2UJY8	NAR1_ASPOR	Cytosolic Fe-S cluster assembly factor nar1 (Nuclear architecture-related protein 1)	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	607		nar1 AO090003001020			
Q5WFJ3	PYRK_BACSK	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	Bacillus clausii (strain KSM-K16)	259		pyrK ABC2332	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01211}.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|HAMAP-Rule:MF_01211}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 FAD per subunit. {ECO:0000255|HAMAP-Rule:MF_01211};	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000255|HAMAP-Rule:MF_01211}.
P58884	PYRK_FUSNN	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	Fusobacterium nucleatum subsp. nucleatum (strain ATCC 25586 / CIP 101130 / JCM 8532 / LMG 13131)	259		pyrK FN0423	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01211}.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|HAMAP-Rule:MF_01211}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 FAD per subunit. {ECO:0000255|HAMAP-Rule:MF_01211};	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000255|HAMAP-Rule:MF_01211}.
Q50755	HDRB_METTM	H(2):CoB-CoM heterodisulfide,ferredoxin reductase subunit B (EC 1.8.98.5) (CoB--CoM heterodisulfide reductase subunit B)	Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg) (Methanobacterium thermoautotrophicum)	302	1.8.98.5	hdrB MTBMA_c04500	PATHWAY: Cofactor metabolism; coenzyme M-coenzyme B heterodisulfide reduction; coenzyme B and coenzyme M from coenzyme M-coenzyme B heterodisulfide: step 1/1. {ECO:0000305}.		SUBUNIT: The heterodisulfide reductase is composed of three subunits; HdrA, HdrB and HdrC. It forms a complex with the F420-non-reducing hydrogenase (Mvh), which provides the reducing equivalents to the heterodisulfide reductase. {ECO:0000269|PubMed:12856108, ECO:0000269|PubMed:2121478, ECO:0000269|PubMed:21262829, ECO:0000269|PubMed:8119281}.
Q6LYD7	HDRC2_METMP	H(2)/formate:CoB-CoM heterodisulfide,ferredoxin reductase subunit C2 (EC 1.8.98.5) (EC 1.8.98.6) (CoB--CoM heterodisulfide reductase iron-sulfur subunit C2)	Methanococcus maripaludis (strain S2 / LL)	184	1.8.98.5; 1.8.98.6	hdrC2 MMP1054	PATHWAY: Cofactor metabolism; coenzyme M-coenzyme B heterodisulfide reduction; coenzyme B and coenzyme M from coenzyme M-coenzyme B heterodisulfide: step 1/1. {ECO:0000305}.	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|PROSITE-ProRule:PRU00711};  Note=Binds 2 [4Fe-4S] cluster. {ECO:0000255|PROSITE-ProRule:PRU00711};	SUBUNIT: The heterodisulfide reductase is composed of three subunits; HdrA, HdrB and HdrC. B1 and B2 subunits are interchangeable, as are the C1 and C2 subunits. The heterodisulfide reductase forms a supercomplex with formylmethanofuran dehydrogenase (Fwd), F(420)-non-reducing hydrogenase (Vhu) and formate dehydrogenase (Fdh). {ECO:0000269|PubMed:20534465, ECO:0000269|PubMed:24039260}.
Q820F2	HYPA_STRAW	Hydrogenase maturation factor HypA	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	131		hypA SAV_7373			
O34246	PAND_WOLSU	Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain]	Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / LMG 7466 / NCTC 11488 / FDC 602W) (Vibrio succinogenes)	121	4.1.1.11	panD WS1682	PATHWAY: Cofactor biosynthesis; (R)-pantothenate biosynthesis; beta-alanine from L-aspartate: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00446}.	COFACTOR: Name=pyruvate; Xref=ChEBI:CHEBI:15361; Evidence={ECO:0000255|HAMAP-Rule:MF_00446};  Note=Binds 1 pyruvoyl group covalently per subunit. {ECO:0000255|HAMAP-Rule:MF_00446};	SUBUNIT: Heterooctamer of four alpha and four beta subunits. {ECO:0000255|HAMAP-Rule:MF_00446}.
Q49178	MVHG_METFE	F420-non-reducing hydrogenase subunit G (EC 1.12.99.-) (Methyl viologen-reducing hydrogenase subunit gamma) (MVH subunit G) (Fragment)	Methanothermus fervidus	127	1.12.99.-	mvhG			SUBUNIT: The F420-non-reducing hydrogenase is composed of three subunits; MvhA, MvhD and MvhG. It forms a complex with the heterodisulfide reductase (hdr) (By similarity). {ECO:0000250}.
B4ISL0	NARF_DROYA	Probable cytosolic Fe-S cluster assembly factor GE22682	Drosophila yakuba (Fruit fly)	477		GE22682			
P13066	PHSL_DESNO	Periplasmic [NiFeSe] hydrogenase large subunit (EC 1.12.99.6) (NiFeSe hydrogenlyase large chain) (Fragment)	Desulfomicrobium norvegicum (strain DSM 1741 / NCIMB 8310) (Desulfovibrio baculatus (strain Norway 4)) (Desulfovibrio desulfuricans (strain Norway 4))	19	1.12.99.6			COFACTOR: Name=Ni(2+); Xref=ChEBI:CHEBI:49786; ; COFACTOR: Name=Fe cation; Xref=ChEBI:CHEBI:24875; 	SUBUNIT: Heterodimer of a large and a small subunit.
Q729M2	HYPA1_DESVH	Hydrogenase maturation factor HypA 1	Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / DSM 644 / NCIMB 8303)	117		hypA1 DVU_2328			
Q729Q7	HYPA2_DESVH	Hydrogenase maturation factor HypA 2	Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / DSM 644 / NCIMB 8303)	120		hypA2 DVU_2292			
P48341	HUPJ_BRADU	Hydrogenase expression/formation protein HupJ	Bradyrhizobium diazoefficiens (strain JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110)	169		hupJ bll6934			
Q50783	MVHA_METTH	F420-non-reducing hydrogenase subunit A (EC 1.12.99.-) (Methyl viologen-reducing hydrogenase subunit alpha) (MVH subunit A)	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	472	1.12.99.-	mvhA MTH_1134		COFACTOR: Name=Ni(2+); Xref=ChEBI:CHEBI:49786; Evidence={ECO:0000305}; 	SUBUNIT: The F420-non-reducing hydrogenase is composed of three subunits; MvhA, MvhD and MvhG. It forms a complex with the heterodisulfide reductase (hdr) (By similarity). {ECO:0000250}.
Q6FP07	NAR1_CANGA	Cytosolic Fe-S cluster assembly factor NAR1 (Nuclear architecture-related protein 1)	Candida glabrata (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65) (Yeast) (Torulopsis glabrata)	551		NAR1 CAGL0J07590g			
P23482	HYFB_ECOLI	Hydrogenase-4 component B (EC 1.-.-.-)	Escherichia coli (strain K12)	672	1.-.-.-	hyfB yffF b2482 JW2467			
Q7VJB8	HYPB_HELHP	Hydrogenase/urease maturation factor HypB	Helicobacter hepaticus (strain ATCC 51449 / 3B1)	242		hypB HH_0325			
Q5JIH3	HYPA_THEKO	Hydrogenase maturation factor HypA	Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) (Pyrococcus kodakaraensis (strain KOD1))	139		hypA TK2008			SUBUNIT: Monomer and homodimer. Could also form hexamers (PubMed:19769985). Forms a complex with HypB (PubMed:26056269). {ECO:0000269|PubMed:19769985, ECO:0000269|PubMed:26056269}.
P07598	PHFL_DESVH	Periplasmic [Fe] hydrogenase large subunit (EC 1.12.7.2) (Fe hydrogenlyase)	Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / DSM 644 / NCIMB 8303)	421	1.12.7.2	hydA DVU_1769		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883;  Note=Binds 3 [4Fe-4S] clusters per subunit.; COFACTOR: Name=Fe cation; Xref=ChEBI:CHEBI:24875;  Note=Binds 2 iron ions per subunit.;	SUBUNIT: Heterodimer of a large and a small subunit.
A4FZG7	MTD_METM5	F420-dependent methylenetetrahydromethanopterin dehydrogenase (MTD) (EC 1.5.98.1) (Coenzyme F420-dependent N5,N10-methylenetetrahydromethanopterin dehydrogenase)	Methanococcus maripaludis (strain C5 / ATCC BAA-1333)	277	1.5.98.1	mtd MmarC5_1303	PATHWAY: One-carbon metabolism; methanogenesis from CO(2); 5,10-methylene-5,6,7,8-tetrahydromethanopterin from 5,10-methenyl-5,6,7,8-tetrahydromethanopterin (coenzyme F420 route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_00058}.		
Q2NHQ2	MTD_METST	F420-dependent methylenetetrahydromethanopterin dehydrogenase (MTD) (EC 1.5.98.1) (Coenzyme F420-dependent N5,N10-methylenetetrahydromethanopterin dehydrogenase)	Methanosphaera stadtmanae (strain ATCC 43021 / DSM 3091 / JCM 11832 / MCB-3)	276	1.5.98.1	mtd Msp_0163			
A6URY5	MTD_METVS	F420-dependent methylenetetrahydromethanopterin dehydrogenase (MTD) (EC 1.5.98.1) (Coenzyme F420-dependent N5,N10-methylenetetrahydromethanopterin dehydrogenase)	Methanococcus vannielii (strain ATCC 35089 / DSM 1224 / JCM 13029 / OCM 148 / SB)	276	1.5.98.1	mtd Mevan_1360	PATHWAY: One-carbon metabolism; methanogenesis from CO(2); 5,10-methylene-5,6,7,8-tetrahydromethanopterin from 5,10-methenyl-5,6,7,8-tetrahydromethanopterin (coenzyme F420 route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_00058}.		
Q31K36	HYPA_SYNE7	Hydrogenase maturation factor HypA	Synechococcus elongatus (strain PCC 7942) (Anacystis nidulans R2)	112		hypA Synpcc7942_2553			
A0KL76	HYPA_AERHH	Hydrogenase maturation factor HypA	Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / JCM 1027 / KCTC 2358 / NCIMB 9240)	113		hypA AHA_2514			
Q8FDM1	HYBF_ECOL6	Hydrogenase maturation factor HybF	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	113		hybF c3728			
P16431	HYCE_ECOLI	Formate hydrogenlyase subunit 5 (FHL subunit 5) (Hydrogenase-3 component E)	Escherichia coli (strain K12)	569		hycE hevE b2721 JW2691		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000305};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000305}; COFACTOR: Name=Ni(2+); Xref=ChEBI:CHEBI:49786; Evidence={ECO:0000305}; 	SUBUNIT: FHL comprises of a formate dehydrogenase, unidentified electron carriers and a hydrogenase (isoenzyme 3). In this non-energy conserving pathway molecular hydrogen and carbodioxide from formate are released.
P16433	HYCG_ECOLI	Formate hydrogenlyase subunit 7 (FHL subunit 7) (Hydrogenase-3 component G)	Escherichia coli (strain K12)	255		hycG hevG b2719 JW2689		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000305};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000305};	SUBUNIT: FHL comprises of a formate dehydrogenase, unidentified electron carriers and a hydrogenase (isoenzyme 3). In this non-energy conserving pathway molecular hydrogen and carbodioxide from formate are released.
A6Q3N0	HYPA_NITSB	Hydrogenase maturation factor HypA	Nitratiruptor sp. (strain SB155-2)	115		hypA NIS_0979			
P19932	HYAF_ECOLI	Hydrogenase-1 operon protein HyaF	Escherichia coli (strain K12)	285		hyaF b0977 JW0959			
P23481	HYFA_ECOLI	Hydrogenase-4 component A (EC 1.-.-.-)	Escherichia coli (strain K12)	205	1.-.-.-	hyfA yffE b2481 JW2466		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 4 [4Fe-4S] clusters. {ECO:0000250};	
P22319	HOXY_CUPNH	NAD-reducing hydrogenase HoxS subunit delta (EC 1.12.1.2)	Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337) (Ralstonia eutropha)	209	1.12.1.2	hoxY PHG090		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883;  Note=Binds 2 [4Fe-4S] clusters.; COFACTOR: Name=[3Fe-4S] cluster; Xref=ChEBI:CHEBI:21137;  Note=Binds 1 [3Fe-4S] cluster.; COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601;  Note=Binds 1 [2Fe-2S] cluster.; COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; ; COFACTOR: Name=Ni(2+); Xref=ChEBI:CHEBI:49786; 	SUBUNIT: Tetramer of an alpha and a gamma subunits (flavin-containing dimer), and a delta and a nickel-containing beta subunits (hydrogenase dimer).
P30787	IHFA_RHOCA	Integration host factor subunit alpha (IHF-alpha)	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	100		ihfA himA			SUBUNIT: Heterodimer of an alpha and a beta chain.
E7FHC4	HYD2A_PYRFU	Sulfhydrogenase 2 subunit alpha (EC 1.12.1.5) (Hydrogen dehydrogenase (NAD(P)(+))) (Hydrogenase-II subunit alpha) (H-II alpha) (NADP-reducing hydrogenase subunit ShyA) (Sulfhydrogenase II subunit alpha)	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	412	1.12.1.5	shyA PF1332		COFACTOR: Name=Ni(2+); Xref=ChEBI:CHEBI:49786; Evidence={ECO:0000269|PubMed:10714990};  Note=Binds 1 nickel ion per subunit. {ECO:0000269|PubMed:10714990}; COFACTOR: Name=Fe cation; Xref=ChEBI:CHEBI:24875; Evidence={ECO:0000250}; 	SUBUNIT: Dimer of heterotetramer of alpha, beta, gamma and delta subunits. The nickel-containing alpha and delta subunits constitute the hydrogenase activity. The beta and gamma subunits (flavin-containing dimer) constitute the sulfur reductase activity. {ECO:0000269|PubMed:10714990, ECO:0000269|PubMed:11265463}.
A1CWD8	NAR1_NEOFI	Cytosolic Fe-S cluster assembly factor NAR1 (Nuclear architecture-related protein 1)	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	597		NAR1 NFIA_104280			
E1WAA4	FHLA_SALTS	Formate hydrogenlyase transcriptional activator	Salmonella typhimurium (strain SL1344)	692		fhlA SL1344_2839			
P84626	HDLA_ARCPA	Heterodisulfide reductase subunit A-like protein (EC 1.8.-.-)	Archaeoglobus profundus (strain DSM 5631 / JCM 9629 / NBRC 100127 / Av18)	701	1.8.-.-	hdlA Arcpr_1555		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000269|PubMed:15009189};  Note=Binds 4 [4Fe-4S] clusters per subunit. {ECO:0000269|PubMed:15009189}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000269|PubMed:15009189}; 	SUBUNIT: The heterodisulfide reductase is composed of three subunits; HdlA, HdlB and HdlC. It forms a complex with the F420-non-reducing hydrogenase (Mvh), which provides the reducing equivalents to the heterodisulfide reductase. {ECO:0000269|PubMed:15009189}.
P80509	HC3L_ACIFR	Cytochrome c3 hydrogenase large chain (Hydrogenase) (EC 1.12.2.1) (Fragments)	Acidithiobacillus ferrooxidans (Thiobacillus ferrooxidans)	122	1.12.2.1	hoxG		COFACTOR: Name=Fe cation; Xref=ChEBI:CHEBI:24875; 	
P0AAM6	HYPC_SHIFL	Hydrogenase maturation factor HypC	Shigella flexneri	90		hypC SF2745 S2937	PATHWAY: Protein modification; [NiFe] hydrogenase maturation. {ECO:0000250|UniProtKB:P0AAM3}.		
P31881	HYPC_AZOVI	Hydrogenase maturation factor HypC	Azotobacter vinelandii	84		hypC hupF	PATHWAY: Protein modification; [NiFe] hydrogenase maturation. {ECO:0000250|UniProtKB:P0AAM3}.		
Q8KBI8	HYPA_CHLTE	Hydrogenase maturation factor HypA	Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) (Chlorobium tepidum)	113		hypA hupA CT1799			
P31906	HYPE_BRADU	Carbamoyl dehydratase HypE (EC 4.2.1.-) (Hydrogenase maturation factor HypE)	Bradyrhizobium diazoefficiens (strain JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110)	346	4.2.1.-	hypE bll6927	PATHWAY: Protein modification; [NiFe] hydrogenase maturation. {ECO:0000250|UniProtKB:P24193}.		
Q49180	MVHB_METFE	Polyferredoxin protein MvhB	Methanothermus fervidus	412		mvhB		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000305};  Note=Binds 10 [4Fe-4S] clusters. {ECO:0000305};	
